Codigo,Bairro,Semana,Ano,Latitude,Longitude
1,RECIFE,17,2016,-8.054056,-34.870922
1,RECIFE,2,2016,-8.054056,-34.870922
1,RECIFE,26,2016,-8.054056,-34.870922
1,RECIFE,3,2016,-8.054056,-34.870922
1,RECIFE,3,2016,-8.054056,-34.870922
1,RECIFE,3,2016,-8.054056,-34.870922
1,RECIFE,3,2016,-8.054056,-34.870922
1,RECIFE,2,2016,-8.054056,-34.870922
1,RECIFE,2,2016,-8.054056,-34.870922
1,RECIFE,2,2016,-8.054056,-34.870922
1,RECIFE,48,2016,-8.054056,-34.870922
1,RECIFE,4,2016,-8.054056,-34.870922
1,RECIFE,3,2016,-8.054056,-34.870922
1,RECIFE,2,2016,-8.054056,-34.870922
1,RECIFE,4,2016,-8.054056,-34.870922
1,RECIFE,4,2016,-8.054056,-34.870922
1,RECIFE,3,2016,-8.054056,-34.870922
1,RECIFE,4,2016,-8.054056,-34.870922
1,RECIFE,4,2016,-8.054056,-34.870922
1,RECIFE,4,2016,-8.054056,-34.870922
1,RECIFE,3,2016,-8.054056,-34.870922
1,RECIFE,53,2016,-8.054056,-34.870922
1,RECIFE,9,2016,-8.054056,-34.870922
1,RECIFE,5,2016,-8.054056,-34.870922
1,RECIFE,4,2016,-8.054056,-34.870922
1,RECIFE,4,2016,-8.054056,-34.870922
1,RECIFE,4,2016,-8.054056,-34.870922
1,RECIFE,4,2016,-8.054056,-34.870922
1,RECIFE,4,2016,-8.054056,-34.870922
1,RECIFE,9,2016,-8.054056,-34.870922
1,RECIFE,53,2016,-8.054056,-34.870922
1,RECIFE,7,2016,-8.054056,-34.870922
1,RECIFE,2,2016,-8.054056,-34.870922
1,RECIFE,22,2016,-8.054056,-34.870922
1,RECIFE,4,2016,-8.054056,-34.870922
1,RECIFE,4,2016,-8.054056,-34.870922
1,RECIFE,4,2016,-8.054056,-34.870922
1,RECIFE,4,2016,-8.054056,-34.870922
1,RECIFE,16,2016,-8.054056,-34.870922
1,RECIFE,6,2016,-8.054056,-34.870922
1,RECIFE,35,2016,-8.054056,-34.870922
1,RECIFE,48,2016,-8.054056,-34.870922
1,RECIFE,44,2016,-8.054056,-34.870922
1,RECIFE,4,2016,-8.054056,-34.870922
1,RECIFE,4,2016,-8.054056,-34.870922
1,RECIFE,44,2016,-8.054056,-34.870922
1,RECIFE,5,2016,-8.054056,-34.870922
1,RECIFE,6,2016,-8.054056,-34.870922
1,RECIFE,6,2016,-8.054056,-34.870922
1,RECIFE,4,2016,-8.054056,-34.870922
1,RECIFE,42,2016,-8.054056,-34.870922
1,RECIFE,6,2016,-8.054056,-34.870922
1,RECIFE,6,2016,-8.054056,-34.870922
1,RECIFE,39,2016,-8.054056,-34.870922
1,RECIFE,26,2016,-8.054056,-34.870922
1,RECIFE,48,2016,-8.054056,-34.870922
1,RECIFE,7,2016,-8.054056,-34.870922
1,RECIFE,6,2016,-8.054056,-34.870922
1,RECIFE,44,2016,-8.054056,-34.870922
1,RECIFE,8,2016,-8.054056,-34.870922
1,RECIFE,31,2016,-8.054056,-34.870922
1,RECIFE,11,2016,-8.054056,-34.870922
1,RECIFE,16,2016,-8.054056,-34.870922
1,RECIFE,4,2016,-8.054056,-34.870922
1,RECIFE,4,2016,-8.054056,-34.870922
1,RECIFE,37,2016,-8.054056,-34.870922
1,RECIFE,11,2016,-8.054056,-34.870922
1,RECIFE,20,2016,-8.054056,-34.870922
1,RECIFE,24,2016,-8.054056,-34.870922
1,RECIFE,3,2016,-8.054056,-34.870922
1,RECIFE,35,2016,-8.054056,-34.870922
2,SANTO ANTONIO,18,2016,-8.065004,-34.880369
2,SANTO ANTONIO,2,2016,-8.065004,-34.880369
2,SANTO ANTONIO,3,2016,-8.065004,-34.880369
2,SANTO ANTONIO,2,2016,-8.065004,-34.880369
2,SANTO ANTONIO,48,2016,-8.065004,-34.880369
2,SANTO ANTONIO,27,2016,-8.065004,-34.880369
2,SANTO ANTONIO,2,2016,-8.065004,-34.880369
2,SANTO ANTONIO,3,2016,-8.065004,-34.880369
2,SANTO ANTONIO,37,2016,-8.065004,-34.880369
2,SANTO ANTONIO,20,2016,-8.065004,-34.880369
2,SANTO ANTONIO,8,2016,-8.065004,-34.880369
3,SAO JOSE,53,2016,-8.072325,-34.884105
3,SAO JOSE,13,2016,-8.072325,-34.884105
3,SAO JOSE,3,2016,-8.072325,-34.884105
