,codigo,bairro,casos,ano,latitude,longitude
52,53,MORRO DA CONCEICAO,325,2015,-8.019607,-34.914148
53,54,ALTO JOSE BONIFACIO,278,2015,-8.013323,-34.913209
54,55,VASCO DA GAMA,777,2015,-8.014012,-34.918771
55,56,NOVA DESCOBERTA,852,2015,-7.999642999999999,-34.928185
56,57,BREJO DE BEBERIBE,86,2015,-7.9990679999999985,-34.923817
57,58,MACAXEIRA,464,2015,-8.013219,-34.929190999999996
58,59,DOIS IRMAOS,225,2015,-8.016205000000001,-34.945227
59,60,SITIO DOS PINTOS,57,2015,-8.013121,-34.958253000000006
60,61,BREJO DA GUABIRABA,174,2015,-7.992955999999999,-34.932724
61,62,CORREGO DO JENIPAPO,310,2015,-8.006592999999999,-34.935516
62,63,PAU FERRO,1,2015,-7.9691899999999976,-34.903029
63,64,MADALENA,694,2015,-8.053617,-34.908751
64,65,TORRE,339,2015,-8.045102,-34.909890999999995
65,66,PRADO,305,2015,-8.061247999999999,-34.912754
66,67,ZUMBI,132,2015,-8.05297,-34.916813
67,68,CORDEIRO,721,2015,-8.047963000000001,-34.928419
68,69,IPUTINGA,1085,2015,-8.036721,-34.935334999999995
69,70,TORROES,556,2015,-8.059511,-34.935967
70,71,ENGENHO DO MEIO,183,2015,-8.056532,-34.943762
71,72,CIDADE UNIVERSITARIA,37,2015,-8.052783999999999,-34.951508000000004
72,73,VARZEA,1175,2015,-8.048963,-34.975789
73,74,CAXANGA,181,2015,-8.026064,-34.952701
74,75,CURADO,77,2015,-8.071307000000001,-34.953931
75,76,ILHA DO RETIRO,80,2015,-8.064894,-34.905172
76,77,AFOGADOS,1211,2015,-8.077067,-34.909214
77,78,MUSTARDINHA,289,2015,-8.070677,-34.919719
78,79,MANGUEIRA,217,2015,-8.076649,-34.921026
79,80,BONGI,109,2015,-8.065056,-34.920541
80,81,SAN MARTIN,262,2015,-8.070967,-34.92876
81,82,JIQUIA,154,2015,-8.086136999999999,-34.924493
82,83,ESTANCIA,377,2015,-8.083327,-34.929986
83,84,CACOTE,83,2015,-8.101693,-34.931614
84,85,AREIAS,772,2015,-8.093277,-34.931612
85,86,JARDIM SAO PAULO,670,2015,-8.080888999999999,-34.943231
86,87,BARRO,371,2015,-8.097292999999999,-34.955087
87,88,COHAB,3084,2015,-8.118488000000001,-34.954687
88,89,TEJIPIO,109,2015,-8.089542,-34.960285999999996
89,90,SANCHO,74,2015,-8.084928999999999,-34.960321
90,91,TOTO,54,2015,-8.082498,-34.967886
91,92,COQUEIRAL,102,2015,-8.086464,-34.968576
92,93,PONTO DE PARADA,65,2015,-8.029686,-34.893442
93,94,ALTO SANTA TEREZINHA,83,2015,-8.016653999999999,-34.908599
