,Codigo,Bairro,Casos,Casos/Pop,Latitude,Longitude
60,61, BREJO DA GUABIRABA,265,0.022587793999999998,-7.993024,-34.932774
61,62, CORREGO DO JENIPAPO,246,0.026606099999999997,-8.003108000000001,-34.936503
62,63, PAU FERRO,0,0.0,-7.969003999999999,-34.970188
63,64, MADALENA,202,0.009147721999999999,-8.053574000000001,-34.908773
64,65, TORRE,84,0.004691951,-8.045059,-34.909934
65,66, PRADO,71,0.00607149,-8.060058,-34.916745
66,67, ZUMBI,493,0.081717222,-8.052906,-34.917896
67,68, CORDEIRO,965,0.023442814,-8.049875,-34.927646
68,69, IPUTINGA,530,0.010153256999999999,-8.036721,-34.935421000000005
69,70, TORROES,165,0.005153834,-8.059447,-34.936009999999996
70,71, ENGENHO DO MEIO,42,0.004113210999999999,-8.056574000000001,-34.943740000000005
71,72, CIDADE UNIVERSITARIA,1130,1.3814180919999999,-8.051434,-34.950202000000004
72,73, VARZEA,181,0.002569089,-8.047943,-34.971069
73,74, CAXANGA,93,0.009653311,-8.026085,-34.952809
74,75, CURADO,55,0.003349982,-8.071222,-34.954103
75,76, ILHA DO RETIRO,536,0.143315508,-8.064926,-34.905193
76,77, AFOGADOS,149,0.004108645,-8.077035,-34.90916
77,78, MUSTARDINHA,101,0.008126157,-8.070698,-34.919740000000004
78,79, MANGUEIRA,126,0.014858491000000001,-8.076649,-34.921046999999994
79,80, BONGI,184,0.022724466000000002,-8.065584,-34.918094
80,81, SAN MARTIN,317,0.01247344,-8.071010000000001,-34.928781
81,82, JIQUIA,92,0.00897999,-8.085967,-34.924493
82,83, ESTANCIA,168,0.018181818,-8.083306,-34.930008
83,84, CACOTE,42,0.004011461,-8.10148,-34.932815000000005
84,85, AREIAS,499,0.016692313,-8.093361999999999,-34.931526
85,86, JARDIM SAO PAULO,324,0.010237614,-8.080932,-34.943296000000004
86,87, BARRO,197,0.006185826,-8.096103,-34.953499
87,88, COHAB,1245,0.018503931,-8.11853,-34.954772999999996
88,89, TEJIPIO,100,0.011213276999999999,-8.089563,-34.960372
89,90, SANCHO,58,0.005179034,-8.084961,-34.960321
90,91, TOTO,66,0.027272727000000004,-8.082477,-34.967886
91,92, COQUEIRAL,116,0.010746711,-8.086432,-34.968609
92,93, PONTO DE PARADA,33,0.021235521,-8.029665,-34.893462
93,94, ALTO SANTA TEREZINHA,33,0.004284045,-8.016696000000001,-34.908642
